"Plot Title: 20940479"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 20940479, SEN S/N: 20940479, LBL: temp)","Intensity, lum/ft² (LGR S/N: 20940479, SEN S/N: 20940479, LBL: light)","Coupler Attached (LGR S/N: 20940479)","Host Connected (LGR S/N: 20940479)","Coupler Detached (LGR S/N: 20940479)","End Of File (LGR S/N: 20940479)"
97,10/06/20 02:00:00 PM,17.189,208.0,,,,
98,10/06/20 02:15:00 PM,17.189,208.0,,,,
99,10/06/20 02:30:00 PM,17.189,208.0,,,,
100,10/06/20 02:45:00 PM,17.189,208.0,,,,
101,10/06/20 03:00:00 PM,17.189,208.0,,,,
102,10/06/20 03:15:00 PM,17.189,200.0,,,,
103,10/06/20 03:30:00 PM,17.189,208.0,,,,
104,10/06/20 03:45:00 PM,17.189,208.0,,,,
105,10/06/20 04:00:00 PM,17.189,208.0,,,,
106,10/06/20 04:15:00 PM,17.189,200.0,,,,
107,10/06/20 04:30:00 PM,17.189,208.0,,,,
108,10/06/20 04:45:00 PM,17.094,200.0,,,,
109,10/06/20 05:00:00 PM,16.903,200.0,,,,
110,10/06/20 05:15:00 PM,17.094,200.0,,,,
111,10/06/20 05:30:00 PM,17.189,200.0,,,,
112,10/06/20 05:45:00 PM,17.284,208.0,,,,
113,10/06/20 06:00:00 PM,17.189,208.0,,,,
114,10/06/20 06:15:00 PM,17.094,0.0,,,,
115,10/06/20 06:30:00 PM,18.140,0.0,,,,
116,10/06/20 06:45:00 PM,18.996,0.0,,,,
117,10/06/20 07:00:00 PM,19.377,0.0,,,,
118,10/06/20 07:15:00 PM,19.662,0.0,,,,
119,10/06/20 07:30:00 PM,19.948,0.0,,,,
120,10/06/20 07:45:00 PM,20.138,0.0,,,,
121,10/06/20 08:00:00 PM,20.234,0.0,,,,
122,10/06/20 08:15:00 PM,20.329,0.0,,,,
123,10/06/20 08:30:00 PM,20.424,0.0,,,,
124,10/06/20 08:45:00 PM,20.519,0.0,,,,
125,10/06/20 09:00:00 PM,20.519,0.0,,,,
126,10/06/20 09:15:00 PM,20.615,0.0,,,,
127,10/06/20 09:30:00 PM,20.615,0.0,,,,
128,10/06/20 09:45:00 PM,20.615,0.0,,,,
129,10/06/20 10:00:00 PM,20.710,0.0,,,,
130,10/06/20 10:15:00 PM,20.710,0.0,,,,
131,10/06/20 10:30:00 PM,20.710,0.0,,,,
132,10/06/20 10:45:00 PM,20.710,0.0,,,,
133,10/06/20 11:00:00 PM,20.710,0.0,,,,
134,10/06/20 11:15:00 PM,20.805,0.0,,,,
135,10/06/20 11:30:00 PM,20.805,0.0,,,,
136,10/06/20 11:45:00 PM,20.805,0.0,,,,
137,10/07/20 12:00:00 AM,20.805,0.0,,,,
138,10/07/20 12:15:00 AM,20.805,0.0,,,,
139,10/07/20 12:30:00 AM,20.805,0.0,,,,
140,10/07/20 12:45:00 AM,20.805,0.0,,,,
141,10/07/20 01:00:00 AM,20.805,0.0,,,,
142,10/07/20 01:15:00 AM,20.805,0.0,,,,
143,10/07/20 01:30:00 AM,20.805,0.0,,,,
144,10/07/20 01:45:00 AM,20.805,0.0,,,,
145,10/07/20 02:00:00 AM,20.805,0.0,,,,
146,10/07/20 02:15:00 AM,20.805,0.0,,,,
147,10/07/20 02:30:00 AM,20.805,0.0,,,,
148,10/07/20 02:45:00 AM,20.805,0.0,,,,
149,10/07/20 03:00:00 AM,20.805,0.0,,,,
150,10/07/20 03:15:00 AM,20.805,0.0,,,,
151,10/07/20 03:30:00 AM,20.805,0.0,,,,
152,10/07/20 03:45:00 AM,20.805,0.0,,,,
153,10/07/20 04:00:00 AM,20.805,0.0,,,,
154,10/07/20 04:15:00 AM,20.805,0.0,,,,
155,10/07/20 04:30:00 AM,20.805,0.0,,,,
156,10/07/20 04:45:00 AM,20.805,0.0,,,,
157,10/07/20 05:00:00 AM,20.805,0.0,,,,
158,10/07/20 05:15:00 AM,20.805,0.0,,,,
159,10/07/20 05:30:00 AM,20.805,0.0,,,,
160,10/07/20 05:45:00 AM,20.805,0.0,,,,
161,10/07/20 06:00:00 AM,20.805,0.0,,,,
162,10/07/20 06:15:00 AM,20.901,208.0,,,,
163,10/07/20 06:30:00 AM,19.758,208.0,,,,
164,10/07/20 06:45:00 AM,18.711,208.0,,,,
165,10/07/20 07:00:00 AM,18.140,208.0,,,,
166,10/07/20 07:15:00 AM,17.760,208.0,,,,
167,10/07/20 07:30:00 AM,17.570,200.0,,,,
168,10/07/20 07:45:00 AM,17.475,208.0,,,,
169,10/07/20 08:00:00 AM,17.284,200.0,,,,
170,10/07/20 08:15:00 AM,17.284,200.0,,,,
171,10/07/20 08:30:00 AM,17.189,208.0,,,,
172,10/07/20 08:45:00 AM,17.189,208.0,,,,
173,10/07/20 09:00:00 AM,17.189,200.0,,,,
174,10/07/20 09:15:00 AM,17.284,208.0,,,,
175,10/07/20 09:30:00 AM,17.379,208.0,,,,
176,10/07/20 09:45:00 AM,17.379,208.0,,,,
177,10/07/20 10:00:00 AM,17.284,208.0,,,,
178,10/07/20 10:15:00 AM,17.284,208.0,,,,
179,10/07/20 10:30:00 AM,17.284,208.0,,,,
180,10/07/20 10:45:00 AM,17.284,200.0,,,,
181,10/07/20 11:00:00 AM,17.284,176.0,,,,
182,10/07/20 11:15:00 AM,17.189,208.0,,,,
183,10/07/20 11:30:00 AM,17.284,200.0,,,,
184,10/07/20 11:34:12 AM,,,Logged,Logged,,
185,10/07/20 11:34:20 AM,,,,,Logged,
186,10/07/20 11:34:22 AM,,,Logged,Logged,,
187,10/07/20 11:35:03 AM,,,,,Logged,
188,10/07/20 11:45:00 AM,21.855,216.0,,,,
189,10/07/20 12:00:00 PM,22.621,1.0,,,,
190,10/07/20 12:15:00 PM,11.722,2.0,,,,
191,10/07/20 12:30:00 PM,11.819,2.0,,,,
192,10/07/20 12:45:00 PM,20.710,2.0,,,,
193,10/07/20 01:00:00 PM,24.641,2.0,,,,
194,10/07/20 01:15:00 PM,24.641,2.0,,,,
195,10/07/20 01:30:00 PM,29.853,1.0,,,,
196,10/07/20 01:45:00 PM,30.054,2.0,,,,
197,10/07/20 02:00:00 PM,29.953,2.0,,,,
198,10/07/20 02:15:00 PM,29.853,2.0,,,,
199,10/07/20 02:30:00 PM,29.752,2.0,,,,
200,10/07/20 02:45:00 PM,23.196,272.0,,,,
201,10/07/20 03:00:00 PM,19.472,272.0,,,,
202,10/07/20 03:15:00 PM,19.092,272.0,,,,
203,10/07/20 03:30:00 PM,19.092,272.0,,,,
204,10/07/20 03:45:00 PM,19.092,272.0,,,,
205,10/07/20 04:00:00 PM,19.092,272.0,,,,
206,10/07/20 04:15:00 PM,19.092,272.0,,,,
207,10/07/20 04:30:00 PM,19.092,272.0,,,,
208,10/07/20 04:45:00 PM,19.187,272.0,,,,
209,10/07/20 05:00:00 PM,19.282,272.0,,,,
210,10/07/20 05:15:00 PM,19.187,272.0,,,,
211,10/07/20 05:30:00 PM,19.092,272.0,,,,
212,10/07/20 05:45:00 PM,19.092,272.0,,,,
213,10/07/20 06:00:00 PM,19.092,272.0,,,,
214,10/07/20 06:15:00 PM,18.901,0.0,,,,
215,10/07/20 06:30:00 PM,19.853,0.0,,,,
216,10/07/20 06:45:00 PM,20.615,0.0,,,,
217,10/07/20 07:00:00 PM,21.091,0.0,,,,
218,10/07/20 07:15:00 PM,21.378,0.0,,,,
219,10/07/20 07:30:00 PM,21.569,0.0,,,,
220,10/07/20 07:45:00 PM,21.760,0.0,,,,
221,10/07/20 08:00:00 PM,21.855,0.0,,,,
222,10/07/20 08:15:00 PM,21.855,0.0,,,,
223,10/07/20 08:30:00 PM,21.951,0.0,,,,
224,10/07/20 08:45:00 PM,22.046,0.0,,,,
225,10/07/20 09:00:00 PM,22.046,0.0,,,,
226,10/07/20 09:15:00 PM,22.046,0.0,,,,
227,10/07/20 09:30:00 PM,22.046,0.0,,,,
228,10/07/20 09:45:00 PM,22.142,0.0,,,,
229,10/07/20 10:00:00 PM,22.142,0.0,,,,
230,10/07/20 10:15:00 PM,22.142,0.0,,,,
231,10/07/20 10:30:00 PM,22.142,0.0,,,,
232,10/07/20 10:45:00 PM,22.142,0.0,,,,
233,10/07/20 11:00:00 PM,22.142,0.0,,,,
234,10/07/20 11:15:00 PM,22.238,0.0,,,,
235,10/07/20 11:30:00 PM,22.238,0.0,,,,
236,10/07/20 11:45:00 PM,22.238,0.0,,,,
237,10/08/20 12:00:00 AM,22.238,0.0,,,,
238,10/08/20 12:15:00 AM,22.238,0.0,,,,
239,10/08/20 12:30:00 AM,22.238,0.0,,,,
240,10/08/20 12:45:00 AM,22.238,0.0,,,,
241,10/08/20 01:00:00 AM,22.238,0.0,,,,
242,10/08/20 01:15:00 AM,22.238,0.0,,,,
243,10/08/20 01:30:00 AM,22.238,0.0,,,,
244,10/08/20 01:45:00 AM,22.238,0.0,,,,
245,10/08/20 02:00:00 AM,22.238,0.0,,,,
246,10/08/20 02:15:00 AM,22.238,0.0,,,,
247,10/08/20 02:30:00 AM,22.238,0.0,,,,
248,10/08/20 02:45:00 AM,22.238,0.0,,,,
249,10/08/20 03:00:00 AM,22.238,0.0,,,,
250,10/08/20 03:15:00 AM,22.238,0.0,,,,
251,10/08/20 03:30:00 AM,22.238,0.0,,,,
252,10/08/20 03:45:00 AM,22.238,0.0,,,,
253,10/08/20 04:00:00 AM,22.238,0.0,,,,
254,10/08/20 04:15:00 AM,22.238,0.0,,,,
255,10/08/20 04:30:00 AM,22.238,0.0,,,,
256,10/08/20 04:45:00 AM,22.238,0.0,,,,
257,10/08/20 05:00:00 AM,22.238,0.0,,,,
258,10/08/20 05:15:00 AM,22.238,0.0,,,,
259,10/08/20 05:30:00 AM,22.238,0.0,,,,
260,10/08/20 05:45:00 AM,22.238,0.0,,,,
261,10/08/20 06:00:00 AM,22.238,0.0,,,,
262,10/08/20 06:15:00 AM,22.429,288.0,,,,
263,10/08/20 06:30:00 AM,21.473,272.0,,,,
264,10/08/20 06:45:00 AM,20.519,288.0,,,,
265,10/08/20 07:00:00 AM,19.948,272.0,,,,
266,10/08/20 07:15:00 AM,19.567,272.0,,,,
267,10/08/20 07:30:00 AM,19.377,272.0,,,,
268,10/08/20 07:45:00 AM,19.282,272.0,,,,
269,10/08/20 08:00:00 AM,19.187,272.0,,,,
270,10/08/20 08:15:00 AM,19.092,272.0,,,,
271,10/08/20 08:30:00 AM,19.092,272.0,,,,
272,10/08/20 08:45:00 AM,19.187,272.0,,,,
273,10/08/20 09:00:00 AM,19.282,288.0,,,,
274,10/08/20 09:15:00 AM,19.282,288.0,,,,
275,10/08/20 09:30:00 AM,19.282,272.0,,,,
276,10/08/20 09:45:00 AM,19.282,272.0,,,,
277,10/08/20 10:00:00 AM,19.282,272.0,,,,
278,10/08/20 10:15:00 AM,19.282,272.0,,,,
279,10/08/20 10:30:00 AM,19.282,272.0,,,,
280,10/08/20 10:45:00 AM,19.187,288.0,,,,
281,10/08/20 11:00:00 AM,19.187,272.0,,,,
282,10/08/20 11:15:00 AM,19.187,272.0,,,,
283,10/08/20 11:30:00 AM,19.187,288.0,,,,
284,10/08/20 11:45:00 AM,19.282,272.0,,,,
285,10/08/20 12:00:00 PM,19.187,272.0,,,,
286,10/08/20 12:15:00 PM,19.187,272.0,,,,
287,10/08/20 12:30:00 PM,19.187,272.0,,,,
288,10/08/20 12:45:00 PM,19.187,272.0,,,,
289,10/08/20 01:00:00 PM,19.187,272.0,,,,
290,10/08/20 01:15:00 PM,19.187,272.0,,,,
291,10/08/20 01:30:00 PM,19.187,272.0,,,,
292,10/08/20 01:45:00 PM,19.187,272.0,,,,
293,10/08/20 02:00:00 PM,19.092,272.0,,,,
294,10/08/20 02:15:00 PM,19.092,272.0,,,,
295,10/08/20 02:30:00 PM,19.187,272.0,,,,
296,10/08/20 02:45:00 PM,19.187,272.0,,,,
297,10/08/20 03:00:00 PM,19.092,272.0,,,,
298,10/08/20 03:15:00 PM,19.187,288.0,,,,
299,10/08/20 03:30:00 PM,19.187,272.0,,,,
300,10/08/20 03:45:00 PM,19.187,272.0,,,,
301,10/08/20 04:00:00 PM,19.187,272.0,,,,
302,10/08/20 04:15:00 PM,19.092,272.0,,,,
303,10/08/20 04:30:00 PM,19.092,272.0,,,,
304,10/08/20 04:45:00 PM,19.092,272.0,,,,
305,10/08/20 05:00:00 PM,18.996,272.0,,,,
306,10/08/20 05:15:00 PM,18.996,272.0,,,,
307,10/08/20 05:30:00 PM,18.996,272.0,,,,
308,10/08/20 05:45:00 PM,18.996,272.0,,,,
309,10/08/20 06:00:00 PM,18.996,272.0,,,,
310,10/08/20 06:15:00 PM,18.806,0.0,,,,
311,10/08/20 06:30:00 PM,19.853,0.0,,,,
312,10/08/20 06:45:00 PM,20.615,0.0,,,,
313,10/08/20 07:00:00 PM,21.091,0.0,,,,
314,10/08/20 07:15:00 PM,21.378,0.0,,,,
315,10/08/20 07:30:00 PM,21.569,0.0,,,,
316,10/08/20 07:45:00 PM,21.664,0.0,,,,
317,10/08/20 08:00:00 PM,21.760,0.0,,,,
318,10/08/20 08:15:00 PM,21.855,0.0,,,,
319,10/08/20 08:30:00 PM,21.951,0.0,,,,
320,10/08/20 08:45:00 PM,21.951,0.0,,,,
321,10/08/20 09:00:00 PM,22.046,0.0,,,,
322,10/08/20 09:15:00 PM,22.046,0.0,,,,
323,10/08/20 09:30:00 PM,22.046,0.0,,,,
324,10/08/20 09:45:00 PM,22.142,0.0,,,,
325,10/08/20 10:00:00 PM,22.142,0.0,,,,
326,10/08/20 10:15:00 PM,22.142,0.0,,,,
327,10/08/20 10:30:00 PM,22.238,0.0,,,,
328,10/08/20 10:45:00 PM,22.238,0.0,,,,
329,10/08/20 11:00:00 PM,22.238,0.0,,,,
330,10/08/20 11:15:00 PM,22.238,0.0,,,,
331,10/08/20 11:30:00 PM,22.238,0.0,,,,
332,10/08/20 11:45:00 PM,22.238,0.0,,,,
333,10/09/20 12:00:00 AM,22.238,0.0,,,,
334,10/09/20 12:15:00 AM,22.238,0.0,,,,
335,10/09/20 12:30:00 AM,22.238,0.0,,,,
336,10/09/20 12:45:00 AM,22.238,0.0,,,,
337,10/09/20 01:00:00 AM,22.238,0.0,,,,
338,10/09/20 01:15:00 AM,22.238,0.0,,,,
339,10/09/20 01:30:00 AM,22.238,0.0,,,,
340,10/09/20 01:45:00 AM,22.238,0.0,,,,
341,10/09/20 02:00:00 AM,22.238,0.0,,,,
342,10/09/20 02:15:00 AM,22.238,0.0,,,,
343,10/09/20 02:30:00 AM,22.238,0.0,,,,
344,10/09/20 02:45:00 AM,22.238,0.0,,,,
345,10/09/20 03:00:00 AM,22.238,0.0,,,,
346,10/09/20 03:15:00 AM,22.238,0.0,,,,
347,10/09/20 03:30:00 AM,22.238,0.0,,,,
348,10/09/20 03:45:00 AM,22.238,0.0,,,,
349,10/09/20 04:00:00 AM,22.238,0.0,,,,
350,10/09/20 04:15:00 AM,22.238,0.0,,,,
351,10/09/20 04:30:00 AM,22.238,0.0,,,,
352,10/09/20 04:45:00 AM,22.238,0.0,,,,
353,10/09/20 05:00:00 AM,22.238,0.0,,,,
354,10/09/20 05:15:00 AM,22.238,0.0,,,,
355,10/09/20 05:30:00 AM,22.238,0.0,,,,
356,10/09/20 05:45:00 AM,22.238,0.0,,,,
357,10/09/20 06:00:00 AM,22.238,0.0,,,,
358,10/09/20 06:15:00 AM,22.429,288.0,,,,
359,10/09/20 06:30:00 AM,21.569,288.0,,,,
360,10/09/20 06:45:00 AM,20.615,272.0,,,,
361,10/09/20 07:00:00 AM,20.043,288.0,,,,
362,10/09/20 07:15:00 AM,19.567,272.0,,,,
363,10/09/20 07:30:00 AM,19.282,288.0,,,,
364,10/09/20 07:45:00 AM,19.187,272.0,,,,
365,10/09/20 08:00:00 AM,18.996,272.0,,,,
366,10/09/20 08:15:00 AM,18.996,272.0,,,,
367,10/09/20 08:30:00 AM,18.901,272.0,,,,
368,10/09/20 08:45:00 AM,18.901,288.0,,,,
369,10/09/20 09:00:00 AM,18.901,272.0,,,,
370,10/09/20 09:15:00 AM,18.996,272.0,,,,
371,10/09/20 09:30:00 AM,19.092,272.0,,,,
372,10/09/20 09:45:00 AM,19.092,272.0,,,,
373,10/09/20 10:00:00 AM,18.996,272.0,,,,
374,10/09/20 10:15:00 AM,18.996,272.0,,,,
375,10/09/20 10:30:00 AM,18.996,272.0,,,,
376,10/09/20 10:45:00 AM,18.996,288.0,,,,
377,10/09/20 11:00:00 AM,18.996,272.0,,,,
378,10/09/20 11:15:00 AM,18.996,272.0,,,,
379,10/09/20 11:30:00 AM,18.996,272.0,,,,
380,10/09/20 11:45:00 AM,19.092,272.0,,,,
381,10/09/20 12:00:00 PM,19.092,272.0,,,,
382,10/09/20 12:15:00 PM,19.187,288.0,,,,
383,10/09/20 12:30:00 PM,19.187,288.0,,,,
384,10/09/20 12:45:00 PM,19.187,272.0,,,,
385,10/09/20 12:59:15 PM,,,,Logged,,
386,10/09/20 12:59:16 PM,,,Logged,,,
387,10/09/20 12:59:57 PM,,,,,Logged,
388,10/09/20 01:00:00 PM,19.948,160.0,,,,
389,10/09/20 01:15:00 PM,19.377,208.0,,,,
390,10/09/20 01:30:00 PM,19.187,208.0,,,,
391,10/09/20 01:45:00 PM,19.092,216.0,,,,
392,10/09/20 02:00:00 PM,19.187,216.0,,,,
393,10/09/20 02:15:00 PM,19.187,216.0,,,,
394,10/09/20 02:30:00 PM,19.187,216.0,,,,
395,10/09/20 02:45:00 PM,19.092,208.0,,,,
396,10/09/20 03:00:00 PM,19.092,208.0,,,,
397,10/09/20 03:15:00 PM,19.092,208.0,,,,
398,10/09/20 03:30:00 PM,18.901,208.0,,,,
399,10/09/20 03:45:00 PM,19.092,208.0,,,,
400,10/09/20 04:00:00 PM,19.187,208.0,,,,
401,10/09/20 04:15:00 PM,19.187,200.0,,,,
402,10/09/20 04:30:00 PM,19.187,208.0,,,,
403,10/09/20 04:45:00 PM,19.187,208.0,,,,
404,10/09/20 05:00:00 PM,19.187,208.0,,,,
405,10/09/20 05:15:00 PM,19.092,208.0,,,,
406,10/09/20 05:30:00 PM,19.092,208.0,,,,
407,10/09/20 05:45:00 PM,18.996,208.0,,,,
408,10/09/20 06:00:00 PM,18.996,208.0,,,,
409,10/09/20 06:15:00 PM,18.901,0.0,,,,
410,10/09/20 06:30:00 PM,19.853,0.0,,,,
411,10/09/20 06:45:00 PM,20.615,0.0,,,,
412,10/09/20 07:00:00 PM,20.996,0.0,,,,
413,10/09/20 07:15:00 PM,21.282,0.0,,,,
414,10/09/20 07:30:00 PM,21.473,0.0,,,,
415,10/09/20 07:45:00 PM,21.664,0.0,,,,
416,10/09/20 08:00:00 PM,21.760,0.0,,,,
417,10/09/20 08:15:00 PM,21.855,0.0,,,,
418,10/09/20 08:30:00 PM,21.855,0.0,,,,
419,10/09/20 08:45:00 PM,21.951,0.0,,,,
420,10/09/20 09:00:00 PM,21.951,0.0,,,,
421,10/09/20 09:15:00 PM,22.046,0.0,,,,
422,10/09/20 09:30:00 PM,22.046,0.0,,,,
423,10/09/20 09:45:00 PM,22.142,0.0,,,,
424,10/09/20 10:00:00 PM,22.142,0.0,,,,
425,10/09/20 10:15:00 PM,22.142,0.0,,,,
426,10/09/20 10:30:00 PM,22.142,0.0,,,,
427,10/09/20 10:45:00 PM,22.142,0.0,,,,
428,10/09/20 11:00:00 PM,22.238,0.0,,,,
429,10/09/20 11:15:00 PM,22.238,0.0,,,,
430,10/09/20 11:30:00 PM,22.238,0.0,,,,
431,10/09/20 11:45:00 PM,22.238,0.0,,,,
432,10/10/20 12:00:00 AM,22.238,0.0,,,,
433,10/10/20 12:15:00 AM,22.238,0.0,,,,
434,10/10/20 12:30:00 AM,22.238,0.0,,,,
435,10/10/20 12:45:00 AM,22.238,0.0,,,,
436,10/10/20 01:00:00 AM,22.238,0.0,,,,
437,10/10/20 01:15:00 AM,22.238,0.0,,,,
438,10/10/20 01:30:00 AM,22.238,0.0,,,,
439,10/10/20 01:45:00 AM,22.238,0.0,,,,
440,10/10/20 02:00:00 AM,22.238,0.0,,,,
441,10/10/20 02:15:00 AM,22.238,0.0,,,,
442,10/10/20 02:30:00 AM,22.238,0.0,,,,
443,10/10/20 02:45:00 AM,22.238,0.0,,,,
444,10/10/20 03:00:00 AM,22.238,0.0,,,,
445,10/10/20 03:15:00 AM,22.238,0.0,,,,
446,10/10/20 03:30:00 AM,22.238,0.0,,,,
447,10/10/20 03:45:00 AM,22.238,0.0,,,,
448,10/10/20 04:00:00 AM,22.238,0.0,,,,
449,10/10/20 04:15:00 AM,22.238,0.0,,,,
450,10/10/20 04:30:00 AM,22.238,0.0,,,,
451,10/10/20 04:45:00 AM,22.238,0.0,,,,
452,10/10/20 05:00:00 AM,22.238,0.0,,,,
453,10/10/20 05:15:00 AM,22.238,0.0,,,,
454,10/10/20 05:30:00 AM,22.238,0.0,,,,
455,10/10/20 05:45:00 AM,22.238,0.0,,,,
456,10/10/20 06:00:00 AM,22.238,0.0,,,,
457,10/10/20 06:15:00 AM,22.429,216.0,,,,
458,10/10/20 06:30:00 AM,21.664,208.0,,,,
459,10/10/20 06:45:00 AM,20.615,208.0,,,,
460,10/10/20 07:00:00 AM,19.948,208.0,,,,
461,10/10/20 07:15:00 AM,19.567,208.0,,,,
462,10/10/20 07:30:00 AM,19.282,208.0,,,,
463,10/10/20 07:45:00 AM,19.092,208.0,,,,
464,10/10/20 08:00:00 AM,18.996,208.0,,,,
465,10/10/20 08:15:00 AM,18.996,208.0,,,,
466,10/10/20 08:30:00 AM,18.996,208.0,,,,
467,10/10/20 08:45:00 AM,18.901,208.0,,,,
468,10/10/20 09:00:00 AM,18.901,208.0,,,,
469,10/10/20 09:15:00 AM,18.901,208.0,,,,
470,10/10/20 09:30:00 AM,18.901,208.0,,,,
