"Plot Title: 20940478"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 20940478, SEN S/N: 20940478, LBL: temp)","Intensity, lum/ft² (LGR S/N: 20940478, SEN S/N: 20940478, LBL: light)","Host Connected (LGR S/N: 20940478)","Coupler Attached (LGR S/N: 20940478)","Stopped (LGR S/N: 20940478)","End Of File (LGR S/N: 20940478)"
231,10/28/20 10:45:00 PM,22.429,0.0,,,,
232,10/28/20 11:00:00 PM,22.429,0.0,,,,
233,10/28/20 11:15:00 PM,22.429,0.0,,,,
234,10/28/20 11:30:00 PM,22.429,0.0,,,,
235,10/28/20 11:45:00 PM,22.429,0.0,,,,
236,10/29/20 12:00:00 AM,22.429,0.0,,,,
237,10/29/20 12:15:00 AM,22.429,0.0,,,,
238,10/29/20 12:30:00 AM,22.429,0.0,,,,
239,10/29/20 12:45:00 AM,22.429,0.0,,,,
240,10/29/20 01:00:00 AM,22.429,0.0,,,,
241,10/29/20 01:15:00 AM,22.429,0.0,,,,
242,10/29/20 01:30:00 AM,22.429,0.0,,,,
243,10/29/20 01:45:00 AM,22.429,0.0,,,,
244,10/29/20 02:00:00 AM,22.429,0.0,,,,
245,10/29/20 02:15:00 AM,22.429,0.0,,,,
246,10/29/20 02:30:00 AM,22.429,0.0,,,,
247,10/29/20 02:45:00 AM,22.429,0.0,,,,
248,10/29/20 03:00:00 AM,22.429,0.0,,,,
249,10/29/20 03:15:00 AM,22.429,0.0,,,,
250,10/29/20 03:30:00 AM,22.429,0.0,,,,
251,10/29/20 03:45:00 AM,22.429,0.0,,,,
252,10/29/20 04:00:00 AM,22.429,0.0,,,,
253,10/29/20 04:15:00 AM,22.429,0.0,,,,
254,10/29/20 04:30:00 AM,22.429,0.0,,,,
255,10/29/20 04:45:00 AM,22.429,0.0,,,,
256,10/29/20 05:00:00 AM,22.429,0.0,,,,
257,10/29/20 05:15:00 AM,22.429,0.0,,,,
258,10/29/20 05:30:00 AM,22.429,0.0,,,,
259,10/29/20 05:45:00 AM,22.429,0.0,,,,
260,10/29/20 06:00:00 AM,22.429,0.0,,,,
261,10/29/20 06:15:00 AM,22.908,224.0,,,,
262,10/29/20 06:30:00 AM,22.429,216.0,,,,
263,10/29/20 06:45:00 AM,21.473,216.0,,,,
264,10/29/20 07:00:00 AM,20.805,224.0,,,,
265,10/29/20 07:15:00 AM,20.424,216.0,,,,
266,10/29/20 07:30:00 AM,20.138,216.0,,,,
267,10/29/20 07:45:00 AM,20.043,216.0,,,,
268,10/29/20 08:00:00 AM,19.853,216.0,,,,
269,10/29/20 08:15:00 AM,19.853,216.0,,,,
270,10/29/20 08:30:00 AM,19.758,216.0,,,,
271,10/29/20 08:45:00 AM,19.758,216.0,,,,
272,10/29/20 09:00:00 AM,19.758,216.0,,,,
273,10/29/20 09:15:00 AM,19.662,216.0,,,,
274,10/29/20 09:30:00 AM,19.758,224.0,,,,
275,10/29/20 09:45:00 AM,19.758,216.0,,,,
276,10/29/20 10:00:00 AM,19.758,216.0,,,,
277,10/29/20 10:15:00 AM,19.758,216.0,,,,
278,10/29/20 10:30:00 AM,19.853,216.0,,,,
279,10/29/20 10:45:00 AM,19.948,216.0,,,,
280,10/29/20 11:00:00 AM,20.043,224.0,,,,
281,10/29/20 11:15:00 AM,19.948,224.0,,,,
282,10/29/20 11:30:00 AM,20.043,216.0,,,,
283,10/29/20 11:45:00 AM,20.043,224.0,,,,
284,10/29/20 12:00:00 PM,19.948,224.0,,,,
285,10/29/20 12:15:00 PM,19.853,216.0,,,,
286,10/29/20 12:30:00 PM,19.758,216.0,,,,
287,10/29/20 12:45:00 PM,19.758,216.0,,,,
288,10/29/20 01:00:00 PM,19.853,216.0,,,,
289,10/29/20 01:15:00 PM,19.948,224.0,,,,
290,10/29/20 01:30:00 PM,19.853,216.0,,,,
291,10/29/20 01:45:00 PM,19.853,224.0,,,,
292,10/29/20 02:00:00 PM,19.948,216.0,,,,
293,10/29/20 02:15:00 PM,19.948,224.0,,,,
294,10/29/20 02:30:00 PM,20.519,216.0,,,,
295,10/29/20 02:45:00 PM,20.234,216.0,,,,
296,10/29/20 03:00:00 PM,20.043,216.0,,,,
297,10/29/20 03:15:00 PM,20.043,216.0,,,,
298,10/29/20 03:30:00 PM,20.043,216.0,,,,
299,10/29/20 03:45:00 PM,20.138,216.0,,,,
300,10/29/20 04:00:00 PM,20.043,224.0,,,,
301,10/29/20 04:15:00 PM,19.948,216.0,,,,
302,10/29/20 04:30:00 PM,19.948,216.0,,,,
303,10/29/20 04:45:00 PM,19.948,216.0,,,,
304,10/29/20 05:00:00 PM,19.853,216.0,,,,
305,10/29/20 05:15:00 PM,19.853,216.0,,,,
306,10/29/20 05:30:00 PM,19.853,216.0,,,,
307,10/29/20 05:45:00 PM,19.948,216.0,,,,
308,10/29/20 06:00:00 PM,19.948,224.0,,,,
309,10/29/20 06:15:00 PM,19.567,0.0,,,,
310,10/29/20 06:30:00 PM,19.853,0.0,,,,
311,10/29/20 06:45:00 PM,20.519,0.0,,,,
312,10/29/20 07:00:00 PM,21.091,0.0,,,,
313,10/29/20 07:15:00 PM,21.378,0.0,,,,
314,10/29/20 07:30:00 PM,21.664,0.0,,,,
315,10/29/20 07:45:00 PM,21.855,0.0,,,,
316,10/29/20 08:00:00 PM,21.951,0.0,,,,
317,10/29/20 08:15:00 PM,22.046,0.0,,,,
318,10/29/20 08:30:00 PM,22.142,0.0,,,,
319,10/29/20 08:45:00 PM,22.238,0.0,,,,
320,10/29/20 09:00:00 PM,22.238,0.0,,,,
321,10/29/20 09:15:00 PM,22.333,0.0,,,,
322,10/29/20 09:30:00 PM,22.333,0.0,,,,
323,10/29/20 09:45:00 PM,22.333,0.0,,,,
324,10/29/20 10:00:00 PM,22.429,0.0,,,,
325,10/29/20 10:15:00 PM,22.429,0.0,,,,
326,10/29/20 10:30:00 PM,22.429,0.0,,,,
327,10/29/20 10:45:00 PM,22.429,0.0,,,,
328,10/29/20 11:00:00 PM,22.429,0.0,,,,
329,10/29/20 11:15:00 PM,22.429,0.0,,,,
330,10/29/20 11:30:00 PM,22.429,0.0,,,,
331,10/29/20 11:45:00 PM,22.429,0.0,,,,
332,10/30/20 12:00:00 AM,22.429,0.0,,,,
333,10/30/20 12:15:00 AM,22.429,0.0,,,,
334,10/30/20 12:30:00 AM,22.429,0.0,,,,
335,10/30/20 12:45:00 AM,22.429,0.0,,,,
336,10/30/20 01:00:00 AM,22.429,0.0,,,,
337,10/30/20 01:15:00 AM,22.429,0.0,,,,
338,10/30/20 01:30:00 AM,22.429,0.0,,,,
339,10/30/20 01:45:00 AM,22.429,0.0,,,,
340,10/30/20 02:00:00 AM,22.429,0.0,,,,
341,10/30/20 02:15:00 AM,22.429,0.0,,,,
342,10/30/20 02:30:00 AM,22.429,0.0,,,,
343,10/30/20 02:45:00 AM,22.429,0.0,,,,
344,10/30/20 03:00:00 AM,22.429,0.0,,,,
345,10/30/20 03:15:00 AM,22.429,0.0,,,,
346,10/30/20 03:30:00 AM,22.429,0.0,,,,
347,10/30/20 03:45:00 AM,22.429,0.0,,,,
348,10/30/20 04:00:00 AM,22.429,0.0,,,,
349,10/30/20 04:15:00 AM,22.429,0.0,,,,
350,10/30/20 04:30:00 AM,22.429,0.0,,,,
351,10/30/20 04:45:00 AM,22.429,0.0,,,,
352,10/30/20 05:00:00 AM,22.429,0.0,,,,
353,10/30/20 05:15:00 AM,22.429,0.0,,,,
354,10/30/20 05:30:00 AM,22.429,0.0,,,,
355,10/30/20 05:45:00 AM,22.429,0.0,,,,
356,10/30/20 06:00:00 AM,22.429,0.0,,,,
357,10/30/20 06:15:00 AM,22.812,216.0,,,,
358,10/30/20 06:30:00 AM,22.429,224.0,,,,
359,10/30/20 06:45:00 AM,21.378,216.0,,,,
360,10/30/20 07:00:00 AM,20.805,216.0,,,,
361,10/30/20 07:15:00 AM,20.424,216.0,,,,
362,10/30/20 07:30:00 AM,20.138,216.0,,,,
363,10/30/20 07:45:00 AM,20.043,216.0,,,,
364,10/30/20 08:00:00 AM,19.853,216.0,,,,
365,10/30/20 08:15:00 AM,19.853,216.0,,,,
366,10/30/20 08:30:00 AM,19.853,216.0,,,,
367,10/30/20 08:45:00 AM,19.948,224.0,,,,
368,10/30/20 09:00:00 AM,19.948,216.0,,,,
369,10/30/20 09:15:00 AM,19.853,216.0,,,,
370,10/30/20 09:30:00 AM,19.758,208.0,,,,
371,10/30/20 09:45:00 AM,19.758,216.0,,,,
372,10/30/20 10:00:00 AM,19.662,216.0,,,,
373,10/30/20 10:15:00 AM,19.662,216.0,,,,
374,10/30/20 10:30:00 AM,19.662,216.0,,,,
375,10/30/20 10:45:00 AM,19.758,216.0,,,,
376,10/30/20 11:00:00 AM,19.853,216.0,,,,
377,10/30/20 11:15:00 AM,19.948,224.0,,,,
378,10/30/20 11:30:00 AM,19.948,216.0,,,,
379,10/30/20 11:45:00 AM,19.948,216.0,,,,
380,10/30/20 12:00:00 PM,20.043,224.0,,,,
381,10/30/20 12:15:00 PM,19.948,216.0,,,,
382,10/30/20 12:30:00 PM,19.853,216.0,,,,
383,10/30/20 12:45:00 PM,19.853,224.0,,,,
384,10/30/20 01:00:00 PM,19.948,216.0,,,,
385,10/30/20 01:15:00 PM,19.948,216.0,,,,
386,10/30/20 01:30:00 PM,19.853,216.0,,,,
387,10/30/20 01:45:00 PM,19.853,216.0,,,,
388,10/30/20 02:00:00 PM,19.853,216.0,,,,
389,10/30/20 02:15:00 PM,19.948,216.0,,,,
390,10/30/20 02:30:00 PM,19.948,216.0,,,,
391,10/30/20 02:45:00 PM,19.853,224.0,,,,
392,10/30/20 03:00:00 PM,19.758,216.0,,,,
393,10/30/20 03:15:00 PM,19.758,216.0,,,,
394,10/30/20 03:30:00 PM,19.758,216.0,,,,
395,10/30/20 03:45:00 PM,19.853,224.0,,,,
396,10/30/20 04:00:00 PM,19.853,224.0,,,,
397,10/30/20 04:15:00 PM,19.853,216.0,,,,
398,10/30/20 04:30:00 PM,19.853,216.0,,,,
399,10/30/20 04:45:00 PM,19.758,216.0,,,,
400,10/30/20 05:00:00 PM,19.758,216.0,,,,
401,10/30/20 05:15:00 PM,19.758,216.0,,,,
402,10/30/20 05:30:00 PM,19.758,216.0,,,,
403,10/30/20 05:45:00 PM,19.662,224.0,,,,
404,10/30/20 06:00:00 PM,19.662,216.0,,,,
405,10/30/20 06:15:00 PM,19.282,0.0,,,,
406,10/30/20 06:30:00 PM,19.758,0.0,,,,
407,10/30/20 06:45:00 PM,20.519,0.0,,,,
408,10/30/20 07:00:00 PM,21.091,0.0,,,,
409,10/30/20 07:15:00 PM,21.473,0.0,,,,
410,10/30/20 07:30:00 PM,21.664,0.0,,,,
411,10/30/20 07:45:00 PM,21.760,0.0,,,,
412,10/30/20 08:00:00 PM,21.951,0.0,,,,
413,10/30/20 08:15:00 PM,22.238,0.0,,,,
414,10/30/20 08:30:00 PM,22.333,0.0,,,,
415,10/30/20 08:45:00 PM,22.333,0.0,,,,
416,10/30/20 09:00:00 PM,22.333,0.0,,,,
417,10/30/20 09:15:00 PM,22.333,0.0,,,,
418,10/30/20 09:30:00 PM,22.333,0.0,,,,
419,10/30/20 09:45:00 PM,22.429,0.0,,,,
420,10/30/20 10:00:00 PM,22.429,0.0,,,,
421,10/30/20 10:15:00 PM,22.429,0.0,,,,
422,10/30/20 10:30:00 PM,22.429,0.0,,,,
423,10/30/20 10:45:00 PM,22.429,0.0,,,,
424,10/30/20 11:00:00 PM,22.429,0.0,,,,
425,10/30/20 11:15:00 PM,22.429,0.0,,,,
426,10/30/20 11:30:00 PM,22.429,0.0,,,,
427,10/30/20 11:45:00 PM,22.429,0.0,,,,
428,10/31/20 12:00:00 AM,22.429,0.0,,,,
429,10/31/20 12:15:00 AM,22.429,0.0,,,,
430,10/31/20 12:30:00 AM,22.429,0.0,,,,
431,10/31/20 12:45:00 AM,22.429,0.0,,,,
432,10/31/20 01:00:00 AM,22.429,0.0,,,,
433,10/31/20 01:15:00 AM,22.429,0.0,,,,
434,10/31/20 01:30:00 AM,22.429,0.0,,,,
435,10/31/20 01:45:00 AM,22.429,0.0,,,,
436,10/31/20 02:00:00 AM,22.429,0.0,,,,
437,10/31/20 02:15:00 AM,22.429,0.0,,,,
438,10/31/20 02:30:00 AM,22.429,0.0,,,,
439,10/31/20 02:45:00 AM,22.429,0.0,,,,
440,10/31/20 03:00:00 AM,22.429,0.0,,,,
441,10/31/20 03:15:00 AM,22.429,0.0,,,,
442,10/31/20 03:30:00 AM,22.429,0.0,,,,
443,10/31/20 03:45:00 AM,22.429,0.0,,,,
444,10/31/20 04:00:00 AM,22.429,0.0,,,,
445,10/31/20 04:15:00 AM,22.429,0.0,,,,
446,10/31/20 04:30:00 AM,22.429,0.0,,,,
447,10/31/20 04:45:00 AM,22.429,0.0,,,,
448,10/31/20 05:00:00 AM,22.429,0.0,,,,
449,10/31/20 05:15:00 AM,22.429,0.0,,,,
450,10/31/20 05:30:00 AM,22.429,0.0,,,,
451,10/31/20 05:45:00 AM,22.429,0.0,,,,
452,10/31/20 06:00:00 AM,22.429,0.0,,,,
453,10/31/20 06:15:00 AM,22.908,224.0,,,,
454,10/31/20 06:30:00 AM,22.429,224.0,,,,
455,10/31/20 06:45:00 AM,21.473,216.0,,,,
456,10/31/20 07:00:00 AM,20.805,224.0,,,,
457,10/31/20 07:15:00 AM,20.424,216.0,,,,
458,10/31/20 07:30:00 AM,20.234,216.0,,,,
459,10/31/20 07:45:00 AM,20.043,216.0,,,,
460,10/31/20 08:00:00 AM,19.948,216.0,,,,
461,10/31/20 08:15:00 AM,19.853,224.0,,,,
462,10/31/20 08:30:00 AM,19.853,216.0,,,,
463,10/31/20 08:45:00 AM,19.758,216.0,,,,
464,10/31/20 09:00:00 AM,19.758,216.0,,,,
465,10/31/20 09:15:00 AM,19.758,216.0,,,,
466,10/31/20 09:30:00 AM,19.758,224.0,,,,
467,10/31/20 09:45:00 AM,19.662,224.0,,,,
468,10/31/20 10:00:00 AM,19.662,216.0,,,,
469,10/31/20 10:15:00 AM,19.758,216.0,,,,
